salam	ar
habibi	ar
did	en
you	en
see	en
wali	ne
el	ar
yoom	ar

khalto	ar
mariam	ne
cooked	en
machboos	ar
daam	ar
it	en
is	en
so	en
delicious	en

ya	ar
bint	ar
3amm	ar
please	en
send	en
me	en
the	en
pictures	en
min	ar
el	ar
wedding	en

shlon	ar
el	ar
hal	ar
w	ar
how	en
are	en
the	en
kids	en
doing	en
now	en

ana	ar
busy	en
ma3	ar
my	en
cousins	en
we	en
are	en
shopping	en
in	en
sharjah	ne

la	ar
tata	ar
lat	ar
tez3al	ar
we	en
will	en
visit	en
her	en
soon	en

khouya	ar
rashid	ne
bought	en
new	en
siyara	ar
mabrouk	ar
ya	ar
theeb	ar

ween	ar
el	ar
gatherings	en
el	ar
qadeema	ar
we	en
miss	en
them	en
all	en

mom	en
galat	ar
eno	ar
khal	ar
salem	ne
is	en
arriving	en
evening	en

yalla	ar
let	en
us	en
rooh	ar
el	ar
majlis	ar
to	en
greet	en
el	ar
shouyokh	ar

my	en
khti	ar
is	en
preparing	en
luqaimat	ar
right	en
now	en
ya	ar
salam	ar

sho	ar
akhbar	ar
el	ar
hal	ar
w	ar
el	ar
yas	ar
family	en

jaddti	ar
tقول	ar
come	en
early	en
3ashan	ar
lunch	en

yaani	ar
why	en
did	en
you	en
not	en
call	en
3ammti	ar
yesterday	en

inshallah	ar
we	en
will	en
meet	en
all	en
at	en
eid	ar
holiday	en

enta	ar
ha	ar
tezowar	ar
el	ar
3aila	ar
bokra	ar
wella	ar
eh	ar

mamty	ar
betes2al	ar
3alek	ar
ya	ar
habibi	ar
w	ar
betesalem	ar
3alek	ar

el	ar
gawz	ar
khalty	ar
ga	ar
el	ar
beit	ar
naharda	ar
w	ar
ga3ed	ar
ma3ana	ar

3amo	ar
sa3eed	ar
kalmny	ar
w	ar
hena	ar
we	ar
we	en
will	en
see	en
him	en
soon	en

ana	ar
rayeh	ar
el	ar
mahragan	ar
ma3	ar
ebn	ar
3amty	ar
el	ar
gamed	ar

mesh	ar
fadny	ar
b	ar
ay	ar
hagah	ar
men	ar
nasayeh	ar
gaddo	ar

el	ar
family	en
kolaha	ar
metgam3a	ar
3and	ar
gaddet	ar
fatma	ar
el	ar
yom	ar
el	ar
goma3	ar

ya	ar
gani	ar
batal	ar
kalm	ar
gatty	ar
bel	ar
telefon	ar
now	en

baba	ar
za3lan	ar
men	ar
bnt	ar
khalto	ar
ashan	ar
ma3redetsh	ar
el	ar
shoghl	ar

khalo	ar
mahmoud	ar
gabr	ar
a7san	ar
wahd	ar
fel	ar
3aila	ar
wallahy	ar

el	ar
kol	ar
wasal	ar
wel	ar
3ezouma	ar
bda2et	ar
without	en
you	en

marate	ar
3amy	ar
tabok	ar
aklo	ar
gamed	ar
gedan	ar
today	en

matensa	ar
tgeeb	ar
el	ar
hadiya	ar
ma3ak	ar
le	ar
bnt	ar
3amto	ar

ok	en
habibi	ar
ana	ar
ray7	ar
delwa2ty	ar
a2ood	ar
ma3	ar
gody	ar

fyn	ar
el	ar
kids	en
bota2	ar
wella	ar
lessa	ar
bte3labo	ar
barrah	ar

el	ar
a5ook	ar
el	ar
kebeer	ar
gat	ar
lo	ar
mowled	ar
kbeer	ar
min	ar
gddo	ar

momkn	ar
tetsel	ar
be	ar
khalto	ar
w	ar
tamen	ar
3aleha	ar
dah	ar
wajib	ar

mesh	ar
hategy	ar
el	ar
farah	ar
bta3	ar
ebn	ar
khaltak	ar
bokra	ar

ya	ar
ragel	ar
khaltk	ar
mabsota	ar
gedan	ar
men	ar
el	ar
gawz	ar
bntk	ar

ana	ar
w	ar
welad	ar
3amy	ar
ray7en	ar
el	ar
balad	ar
el	ar
goma3	ar
inshallah	ar

sho	ar
hal	ar
shob	ar
ya	ar
Sami	ne
we	en
are	en
dying	en

walla	ar
weather	en
today	en
kteer	ar
bikhawwif	ar
and	en
hot	en

i	en
cant	en
handle	en
hal	ar
heat	en
anymore	en
ya	ar
rab	ar

let	en
us	en
rooh	ar
3al	ar
bahr	ar
nekol	ar
ice	en
cream	en

ayre	ar
bi	ar
hal	ar
summer	en
so	en
damn	en
humid	en

l	ar
makayif	ar
kharab	ar
w	ar
ana	ar
am	ar
amoot	ar
hon	ar

ya	ar
zalami	ar
temperature	en
is	en
literally	en
forty	en
five	en

my	en
car	en
became	en
an	en
oven	en
wallah	ar
ya	ar
bayyi	ar

bas	ar
shwayy	ar
btehda	ar
shams	ar
bnrouh	ar
meshwar	ar

we	en
need	en
AC	en
in	en
every	en
corner	en
ya	ar
zohor	ne

shob	ar
kbeer	ar
w	ar
no	en
air	en
at	en
all	en
ya	ar
sahbi	ar

i	en
am	en
melting	en
walla	ar
from	en
hal	ar
shob	ar

ya	ar
shabab	ar
anyone	en
wants	en
to	en
escape	en
to	en
zaarour	ne

shams	ar
btehriq	ar
l	ar
wajh	ar
koll	ar
yom	ar
wallah	ar

please	en
turn	en
on	en
fan	en
bas	ar
sar3a	ar
kaman	ar

shob	ar
ykhrib	ar
baytak	ar
sho	ar
hal	ar
weather	en

kif	ar
am	ar
betdammoha	ar
w	ar
weather	en
is	en
so	en
hot	en

summer	en
in	en
beirut	ne
is	en
no	en
joke	en
ya	ar
gani	ne

ana	ar
da5eelak	ar
jib	ar
cold	en
water	en
ma3ak	ar

mesh	en
normal	en
l	ar
shob	ar
l	ar
yawmi	ar
ya	ar
basha	ar

ya	ar
rafi	ne
shoo	ar
el	ar
plans	en
la	ar
el	ar
weekend	en

kya	hi-ur
scene	en
hai	hi-ur
dubai	ne
mall	ne
chalna	hi-ur
hai	hi-ur
kya	hi-ur

yalla	ar
guys	en
let	en
us	en
go	en
to	en
yas	ne
mall	ne
tomorrow	en

wallah	ar
ana	ar
ta3ban	ar
bas	ar
the	en
food	en
court	en
sounds	en
good	en

yar	hi-ur
mujhe	hi-ur
bhi	hi-ur
chalna	hi-ur
hai	hi-ur
mohammad	ne
bhi	hi-ur
ayega	hi-ur

sho	ar
ra2ykom	ar
nirooh	ar
mall	ne
of	ne
the	ne
emirates	ne
tonight	en

the	en
traffic	en
there	en
is	en
always	en
heavy	en
ya	ar
sahbi	ar

tayeb	ar
we	en
can	en
take	en
the	en
metro	en
very	en
easy	en
boss	en

arey	hi-ur
metro	en
se	hi-ur
bohot	hi-ur
time	en
lagta	hi-ur
hai	hi-ur
nahin	hi-ur

zain	ar
kha	ar
nsheof	ar
new	en
collection	en
in	en
dubai	ne
hills	ne
mall	ne

yaar	hi-ur
wahan	hi-ur
ka	hi-ur
coffee	en
shop	en
bohot	hi-ur
mast	hi-ur
hai	hi-ur

khalas	ar
let	en
us	en
meet	en
at	en
four	en
pm	en
sharp	en

inshallah	ar
i	en
will	en
be	en
there	en
on	en
time	en
pakka	hi-ur

la	ar
shoo	ar
four	en
is	en
too	en
early	en
for	en
me	en

thoda	hi-ur
late	en
rakhte	hi-ur
hain	hi-ur
panch	hi-ur
baje	hi-ur
theek	hi-ur
hai	hi-ur

zen	ar
5alas	ar
at	en
five	en
near	en
the	en
main	en
gate	en

dekho	hi-ur
mujhe	hi-ur
shopping	en
nahi	hi-ur
karni	hi-ur
mujhe	hi-ur
sirf	hi-ur
khana	hi-ur
hai	hi-ur

ya	ar
habibi	ar
you	en
always	en
think	en
about	en
food	en
only	en

yalla	ar
see	en
you	en
guys	en
at	en
city	ne
centre	ne
mirdif	ne

done	en
boss	en
see	en
you	en
soon	en
bye	en
take	en
care	en

el	ar
gaw	ar
el	ar
naharda	ar
so	en
hot	en
wallah	ar
mesh	ar
قادر	ar
akmel	ar

ya	ar
sa7by	ar
el	ar
shams	ar
betola3	ar
el	ar
naharda	ar
takhawwaf	ar
giddan	ar

i	en
am	en
melting	en
men	ar
el	ar
7arr	ar
da	ar
mesh	ar
ma32oul	ar

mesh	ar
momken	ar
el	ar
rotoba	ar
aly	ar
giddan	ar
fe	ar
el	ar
sharonesh	ar

fala7	ar
el	ar
tarmostat	ar
bta3t	ar
el	ar
tafkier	ar
baoz	ar
min	ar
el	ar
7arr	ar

el	ar
mro7a	ar
mesh	ar
amala	ar
7aga	ar
el	ar
gaw	ar
ykhawaf	ar
yalla	ar
beena	ar

lets	en
rooh	ar
el	ar
ba7r	ar
delwa2ty	ar
wela	ar
eh	ar
ra2yak	ar

el	ar
shari3	ar
naharda	ar
kano	ar
focano	ar
far	en
temperature	en
ya	ar
sahebry	ar

ana	ar
hamos	ar
men	ar
el	ar
7arr	ar
el	ar
sha3ban	ar
dah	ar

el	ar
moham	ar
enna	ar
noshrob	ar
water	en
kteer	ar
wela	ar
eh	ar
ya	ar
ragol	ar

el	ar
7arr	ar
dah	ar
makes	en
me	en
lazy	en
giddan	ar
mesh	ar
a2dar	ar
ata7rak	ar

el	ar
taqs	ar
zay	ar
el	ar
foorn	ar
el	ar
naharda	ar
w	ar
el	ar
gaw	ar
moheek	ar

i	en
cant	en
breathe	en
min	ar
el	ar
rotoba	ar
el	ar
zalamt	ar
el	ar
donia	ar

ya	ar
rab	ar
elta6f	ar
3alena	ar
w	ar
nwassel	ar
el	ar
sherita	ar

el	ar
ac	en
shaghal	ar
toul	ar
el	ar
yom	ar
w	ar
bardo	ar
el	ar
7arr	ar
bardo	ar

el	ar
saif	ar
da	ar
is	en
so	en
overrated	en
wallah	ar
el	ar
3azem	ar

mesh	ar
ha3raf	ar
akhrog	ar
gabl	ar
el	ar
maghreb	ar
b	ar
sabab	ar
el	ar
shems	ar

let	en
us	en
stay	en
home	en
w	ar
neshrab	ar
7aga	ar
sa23a	ar
kwayes	ar

el	ar
shams	ar
battekh	ar
el	ar
ras	ar
w	ar
ana	ar
dakhalet	ar
fi	ar
gnoon	ar

el	ar
gaw	ar
da	ar
ye7tag	ar
khibra	ar
3ashan	ar
net7amal	ar
el	ar
7arr	ar

ya	ar
shabab	ar
matta	ar
el	ar
final	en
exam	en
ba3d	ar
bukra	ar

wala	ar
shai	ar
dirit	ar
wallah	ar
ana	ar
khaiif	ar
min	ar
el	ar
result	en

dr	en
fahed	ne
gal	ar
el	ar
quiz	en
sahal	ar
bas	ar
ma	ar
sidq	ar

yalla	ar
nrooh	ar
el	ar
library	en
nrakiz	ar
gabel	ar
el	ar
lecture	en

shlon	ar
el	ar
project	en
m3a	ar
professor	en
sami	ne
خلصته	ar

khallina	ar
nidris	ar
computer	en
science	en
sawa	ar
el	ar
night	en

aysh	ar
el	ar
chapters	en
el	ar
makhsoosa	ar
fee	ar
test	en
alyoum	ar

ma	ar
fih	ar
waqt	ar
nnam	ar
el	ar
assignments	en
kthira	ar
marrah	ar

ya	ar
sahbi	ar
jib	ar
maak	ar
extra	en
pens	en
lano	ar
galami	ar
kharab	ar

shnu	ar
el	ar
answer	en
haag	ar
question	en
number	en
four	en

insha2allah	ar
kul	ar
na	ar
nafs	ar
get	en
A	en
plus	en
fi	ar
math	en

wen	ar
intas	ar
ya	ar
rajul	ar
el	ar
lecture	en
started	en
min	ar
ten	en
minutes	en

ana	ar
nasit	ar
ween	ar
hall	ar
el	ar
exam	en
hall	ar
building	en
b	en

fahem	ar
she	ar
min	ar
el	ar
physics	en
lecture	en
wala	ar
bas	ar
ana	ar
daye3	ar

ya3ni	ar
lazim	ar
nroh	ar
early	en
gabel	ar
zahmat	ar
el	ar
parking	en

khall	ar
nshoof	ar
el	ar
schedule	en
marra	ar
thanya	ar
bel	ar
portal	en

galu	ar
el	ar
midterm	en
will	en
be	en
very	en
difficult	en
this	en
semester	en

yallah	ar
ana	ar
waiting	en
lak	ar
gudam	ar
el	ar
cafeteria	en

esh	ar
rayak	ar
nsharib	ar
gahwa	ar
gabel	ar
el	ar
accounting	en
class	en

wallah	ar
el	ar
doctor	en
tayeb	ar
w	ar
aid	ar
el	ar
students	en
kteer	ar

booked	en
tathkeret	ar
Dubai	ne
w	ar
ready	en
lel	ar
safar	ar
yalla	ar
habibi	ar

sho	ar
ra2yik	ar
nsafir	ar
London	ne
this	en
weekend	en
ya	ar
Rashid	ne

lazem	ar
nwasel	ar
airport	en
early	en
la2ano	ar
traffic	en
واجد	ar

baggages	en
malati	ar
heavy	en
w	ar
ma	ar
a3raf	ar
shu	ar
asawwi	ar

وين	ar
passport	en
mali	ar
i	en
cannot	en
find	en
it	en
anywhere	en

flight	en
delay	en
sa3ah	ar
kamla	ar
w	ar
ne7na	ar
ga3din	ar
hna	ar

boarding	en
pass	en
min	ar
app	en
ma	ar
yishta3'al	ar
shu	ar
hal	ar
halah	ar

lets	en
go	en
duty	en
free	en
neshtari	ar
shwayy	ar
gahwah	ar

ana	ar
in	en
business	en
class	en
today	en
al7amdellah	ar
ya	ar
sayegh	ne

taxsi	ar
delayed	en
w	ar
khayif	ar
we	en
miss	en
our	en
flight	en

shlon	ar
weather	en
fi	ar
Bangkok	ne
now	en
bard	ar
wala	ar
har	ar

seat	en
mali	ar
ganb	ar
el	ar
window	en
w	ar
viewing	en
nice	en

baggage	en
claim	en
z7mah	ar
kbeerah	ar
nekhles	ar
w	ar
neroh	ar

ticket	en
price	en
ghali	ar
marrah	ar
this	en
season	en
wallah	ar

yalla	ar
shabab	ar
let	en
us	en
move	en
to	en
the	en
gate	en

ana	ar
nsit	ar
shahin	ar
el	ar
phone	en
fi	ar
el	ar
hotel	en

transit	en
fi	ar
Doha	ne
takes	en
three	en
hours	en
ta3ban	ar
wallah	ar

book	en
hotel	en
near	en
airport	en
3ashan	ar
al	ar
sob7	ar
flight	en

ya	ar
gama3a	ar
el	ar
match	en
el	ar
da	ar
kan	ar
gamed	ar
gedan	ar

men	ar
el	ar
akher	ar
el	ar
team	en
da	ar
faSl	ar
khalsan	ar

hany	ne
el	ar
referee	en
da	ar
a3ma	ar
wala	ar
eih	ar

sheft	ar
el	ar
goal	en
el	ar
tany	ar
ya	ar
saheb	ar
el	ar
balad	ar

ana	ar
mesh	ar
fahem	ar
el	ar
coach	en
betla3	ar
مين	ar
dah	ar

el	ar
defense	en
el	ar
naharda	ar
zay	ar
el	ar
zebda	ar

alla	ar
ala	ar
el	ar
skillz	en
el	ar
3aly	ar
dah	ar

yalla	ar
bena	ar
nenshab	ar
el	ar
match	en
f	ar
el	ar
ahwa	ar

ahlan	ar
awy	ar
el	ar
stadium	en
kan	ar
malyan	ar
nas	ar

el	ar
player	en
da	ar
msh	ar
bygawob	ar
3ala	ar
حد	ar

kolo	ar
yekol	ar
el	ar
tasali	ar
w	ar
lets	en
watch	en
el	ar
game	en

da	ar
penalty	en
wade7	ar
gedan	ar
ya	ar
gama3a	ar

mesh	ar
msadda2	ar
en	ar
el	ar
team	en
khasl	ar
el	ar
match	en

el	ar
captain	en
el	ar
kbeer	ar
da	ar
ostora	ar

el	ar
corner	en
kanet	ar
momtaza	ar
bas	ar
el	ar
harras	ar
da	ar
haeel	ar

lahza	ar
keda	ar
el	ar
var	en
bygoul	ar
eih	ar

insha2allah	ar
el	ar
ahly	ne
hya5od	ar
el	ar
cup	en

zamalek	ne
fans	en
zalanin	ar
gedan	ar
el	ne
yom	ar
da	ar

ya	ar
rajel	ar
raml	ar
da	ar
foul	en
sareeh	ar

el	ar
season	en
da	ar
wel	ar
league	en
molla3	ar
khalsan	ar

ya	ar
shabab	ar
mata	ar
flight	en
kum	ar
baker	en

ana	ar
khala9	ar
arfi	ar
at	en
airport	en
waiting	en
for	en
gate	en
open	en

wine	ar
kuwait	ne
airline	ne
counter	en
ya	ar
group	en

baggage	en
weight	en
oversize	en
wallah	ar
mushkila	ar
kabeera	ar

ticket	en
booking	en
confirmed	en
w	ar
boarding	en
pass	en
ma3i	ar

shlon	ar
traffic	en
towards	en
terminal	en
one	en
guys	en

passport	en
control	en
zahmat	ar
marra	ar
yalla	ar
asr3o	ar

tax	en
free	en
shopping	en
ba3d	ar
security	en
check	en

delay	en
one	en
hour	en
la	ar
tnsa	ar
coffee	en

transit	en
in	en
dubai	ne
airport	en
tab3an	ar
kull	ar
tammam	ar

baku	ne
trip	en
inshaallah	ar
next	en
week	en
ya	ar
3yal	ar

seat	en
number	en
twelve	en
a	en
window	en
side	en

hurry	en
up	en
driver	en
tafkheer	ar
ala	ar
alkhutoot	ar

lounge	en
free	en
food	en
zeen	ar
w	ar
barid	ar

flight	en
cancelled	en
shnu	ar
hal	ar
kalam	ar
ya	ar
satr	ne

taxi	en
order	en
min	ar
app	en
w	ar
rooh	ar
airport	en

emergency	en
exit	en
makan	ar
was3	ar
w	ar
murayeh	ar

flight	en
number	en
qr	ne
one	en
four	en
seven	en

baggage	en
claim	en
area	en
wain	ar
ya	ar
shabab	ar

airport	en
wifi	en
speed	en
mumtaz	ar
wa	ar
saree3	ar

yalla	ar
ya	ar
zalami	ar
we	en
are	en
waiting	en
for	en
hours	en

shu	ar
hal	ar
khibri	ar
ya	ar
Ziad	ne
are	en
you	en
sleeping	en

lak	ar
enta	ar
kṯir	ar
funny	en
wallah	ar
i	en
can	en
not	en
stop	en
laughing	en

ya	ar
zalameh	ar
stop	en
lying	en
we	en
know	en
the	en
truth	en

shou	ar
ha	ar
habal	ar
seriously	en
are	en
you	en
out	en
of	en
your	en
mind	en

bas	ar
enta	ar
kbeer	ar
majnoon	ar
i	en
swear	en
to	en
god	en

ya	ar
3ayb	ar
shum	ar
hala	ar
why	en
did	en
you	en
do	en
that	en

walla	ar
ma	ar
khassni	ar
it	en
was	en
his	en
idea	en
habibi	ar

lak	ar
khaliha	ar
3ala	ar
allah	ar
everything	en
is	en
a	en
total	en
mess	en

shuf	ar
ma	ar
azkaki	ar
you	en
think	en
you	en
are	en
so	en
smart	en

ya	ar
5ayyi	ar
leave	en
him	en
alone	en
huwwi	ar
mesh	ar
fahem	ar
shi	ar

kif	ar
baddak	ar
niyjih	ar
and	en
you	en
did	en
not	en
even	en
study	en

ya	ar
zalameh	ar
we	en
are	en
just	en
playing	en
la	ar
ta3melha	ar
qissah	ar

shou	ar
ra2yak	ar
we	en
order	en
pizza	en
w	ar
nakhod	ar
break	en

ya	ar
habibi	ar
you	en
always	en
arrive	en
late	en
shu	ar
hal	ar
7ali	ar

khalas	ar
ana	ar
going	en
home	en
ma	ar
fi	ar
amal	ar
fik	ar

ya	ar
3eeb	ar
shum	ar
ta3mel	ar
heik	ar
in	en
front	en
of	en
everyone	en

shuf	ar
hal	ar
manzara	ar
look	en
at	en
your	en
hair	en
habibi	ar

lak	ar
wallah	ar
i	en
am	en
dying	en
of	en
hunger	en
yalla	ar
move	en

shu	ar
hatha	ar
el	ar
klam	ar
are	en
you	en
even	en
listening	en
to	en
me	en

salam	ar
ya	ar
shabab	ar
min	ar
raye7	ar
el	ar
gym	en
el	ar
yoom	ar

ana	ar
mista3id	ar
lil	ar
workout	en
بس	ar
el	ar
shoulder	en
ta3ban	ar

yalla	ar
let	en
us	en
go	en
to	en
gold	ne
gym	en
el	ar
sa3a	ar
sab3a	ar

shno	ar
el	ar
protein	en
illi	ar
tistakhdimah	ar
ya	ar
fahed	ne

alsalamu	ar
alaykum	ar
any	en
good	en
diet	en
recommendations	en
ya	ar
raba3	ar

kafin	ar
kalsadi	ar
i	en
am	en
so	en
exhausted	en
from	en
leg	en
day	en

la	ar
twasal	ar
failure	en
bi	ar
kul	ar
set	en
because	en
you	en
will	en
burn	en
out	en

bnt	ar
nashrab	ar
kahwa	ar
gabel	ar
el	ar
exercise	en
wella	ar
la2	ar

ay	ar
club	en
tروح	ar
in	en
kuwait	ne
el	ar
yoom	ar

shlon	ar
el	ar
cardio	en
ma3ak	ar
ya	ar
bousahel	ne

i	en
need	en
to	en
cut	en
bas	ar
el	ar
akil	ar
laziz	ar

ween	ar
el	ar
motivation	en
today	en
ana	ar
kaslan	ar

shiftha	ar
new	en
supplement	en
shop	en
fi	ar
salmiya	ne

al	ar
mushkila	ar
eno	ar
sleep	en
schedule	en
kharabaneh	ar

jum	ar
weight	en
rafa3t	ar
el	ar
yoom	ar
ya	ar
batal	ar

let	en
us	en
do	en
heavy	en
bench	en
press	en
el	ar
yoom	ar

ya	ar
walad	ar
hydration	en
very	en
important	en
during	en
exercise	en

ana	ar
ma	ar
aheb	ar
morning	en
workouts	en
abadan	ar

shno	ar
rayak	ar
bi	ar
crossfit	en
tamarin	ar

inshaallah	ar
reach	en
my	en
goal	en
soon	en
ya	ar
sahbi	ar

ya	ar
zalami	ar
ankalat	ar
bi	ar
math	en
exam	en
toos	ar

kif	ar
kan	ar
el	ar
physics	en
lecture	en
el	ar
yom	ar

wala	ar
shi	ar
fhemto	ar
men	ar
el	ar
professor	en

yalla	ar
neroh	ar
3a	ar
library	en
nødros	ar
sawa	ar

shu	ar
ra2yak	ar
bel	ar
project	en
deadline	en

ma	ar
3andi	ar
w2t	ar
la	ar
eno	ar
a3mel	ar
review	en

dr	en
sami	ne
ajjal	ar
el	ar
quiz	en
la	ar
bokra	ar

ya	ar
rabb	ar
naje7	ar
bel	ar
organic	en
chemistry	en

ween	ar
enta	ar
sa7bi	ar
el	ar
lecture	en
baddaha	ar
tenbe	ar

kteer	ar
sa3b	ar
el	ar
midterm	en
wallah	ar

badde	ar
coffee	en
bass	ar
ma	ar
ma3e	ar
masari	ar

min	ar
ween	ar
bna5od	ar
el	ar
notes	en
taba3	ar
computer	en
science	en

inshalla	ar
nokoshas	ar
high	en
grades	en
el	ar
fasl	ar
hada	ar

shou	ar
ra2yak	ar
neroh	ar
cafeteria	en
nakol	ar
shi	ar

tayeb	ar
bades	ar
aroo7	ar
home	en
anamos	ar

ya	ar
zalami	ar
el	ar
attendance	en
mandatory	en

ana	ar
ma	ar
fhemto	ar
shi	ar
men	ar
el	ar
algorithm	en
chapter	en

kamaal	ne
ba3at	ar
el	ar
pdf	en
3al	ar
group	en

alla	ar
yensa3edna	ar
bel	ar
final	en
exams	en

marwan	ne
kal	ar
eno	ar
el	ar
exam	en
easy	en

ya	ar
gani	ne
inta	ar
raye7	ar
el	ar
mall	en
wala	ar
eh	ar

ana	ar
hro7	ar
shwaya	ar
keda	ar
ashan	ar
agib	ar
shwayet	ar
aghrad	ar

yarit	ar
tgeb	ar
ma3ak	ar
shwaya	ar
snacks	en
from	en
coop	ne

ya	ar
sahbi	ar
el	ar
delivery	en
bat2	ar
giddan	ar
el	ar
yom	ar
da	ar

bos	ar
ana	ar
talabt	ar
min	ar
noon	ne
w	ar
el	ar
order	en
wasal	ar
baddri	ar

wala	hi-ur
bhai	hi-ur
amazon	ne
asra3	ar
kteer	ar
fi	ar
el	ar
khadamat	ar

mesh	ar
kda	ar
ya	ar
faizan	ne
el	ar
shipping	en
bikhos	ar
gali	ar

tayeb	ar
kalam	ar
dah	ar
sahih	ar
bass	ar
el	ar
discounts	en
helwa	ar

ya	ar
ragel	ar
shof	ar
el	ar
price	en
tahat	ar
el	ar
tribute	en

khallas	ar
ana	ar
rakeb	ar
el	ar
car	en
w	ar
rayeh	ar
carrefour	ne

mumken	ar
tshof	ar
iza	ar
fi	ar
offers	en
3ala	ar
el	ar
milk	en

akid	ar
ya	ar
baba	ar
w	ar
كمان	ar
bread	en
fresh	en

el	ar
driver	en
wasal	ar
w	ar
wa2ef	ar
barra	ar
el	ar
beit	ar

tayeb	ar
nazel	ar
ahod	ar
meno	ar
el	ar
bag	en
el	ar
kbira	ar

shokran	ar
ya	ar
sahbi	ar
enta	ar
ragel	ar
gamed	ar
giddan	ar

afwan	ar
yalla	ar
ftah	ar
el	ar
babe	ar
ashan	ar
el	ar
barid	ar

akul	ar
eh	ar
el	ar
sa3a	ar
di	ar
el	ar
supermarket	en
gفل	ar

la2	ar
lsa	ar
fatha	ar
lehad	ar
el	ar
sa3a	ar
itnien	ar
el	ar
sobh	ar

kul	hi-ur
cheez	hi-ur
hum	hi-ur
ya	ar
zamel	ar
w	ar
nam	hi-ur

bukra	ar
enshalla	ar
hnro7	ar
l	ar
dubai	ne
mall	en
sawa	ar

ya	ar
raba	ar
el	ar
jow	ar
el	ar
yoom	ar
mortabe	ar
bas	ar
crazy	en

Dubai	ne
weather	en
today	en
is	en
literally	en
a	en
sauna	en
wallah	ar
ma	ar
agdar	ar

my	en
AC	en
broke	en
down	en
fi	ar
hatha	ar
el	ar
7arr	ar
sho	ar
sawi	ar

ya	ar
rabe	ar
el	ar
shams	ar
bt7roq	ar
el	ar
wyeh	ar
bara	ar

leaving	en
the	en
house	en
fi	ar
hath	ar
el	ar
sid	ar
feels	en
illegal	en

el	ar
humidity	en
el	ar
yoom	ar
tebtel	ar
el	ar
nafs	ar
wallah	ar

ana	ar
mali	ar
khaleeq	ar
طلع	ar
brra	ar
in	en
this	en
heat	en

let	en
us	en
stay	en
indoors	en
w	ar
nensaa	ar
el	ar
7arr	ar

el	ar
makatif	ar
kolha	ar
melted	en
mn	ar
el	ar
qai	ar

my	en
car	en
seats	en
are	en
burning	en
ya	ar
zamel	ar

tal3a	ar
el	ar
9e9	ar
btshabbab	ar
el	ar
dimagh	ar

summer	en
hna	ar
is	en
no	en
joke	en
ya	ar
akhi	ar

el	ar
jaww	ar
fi	ar
Abu	ne
Dhabi	ne
is	en
too	en
much	en

wallah	ar
el	ar
fan	en
cannot	en
save	en
us	en
today	en

shlon	ar
bntwasal	ar
w	ar
el	ar
jow	ar
heek	ar

turn	en
on	en
el	ar
AC	en
ala	ar
lowest	en
speed	en

el	ar
shams	ar
btwljaa	ar
el	ar
ras	ar
min	ar
el	ar
9o7r	ar

i	en
am	en
melting	en
bas	ar
sitting	en
hina	ar

la	ar
tethrro	ar
tla	ar
bra	ar
el	ar
jow	ar
mohrig	ar

yallah	ar
let	en
us	en
nendah	ar
cold	en
water	en

ya	ar
raba3	ar
shlonkom	ar
el	ar
playstation	ne
update	en
nayef	ne

yalla	ar
bana	hi-ur
pubg	ne
khelte	hi-ur
hain	hi-ur
aj	hi-ur
raat	hi-ur

wala	ar
ana	ar
ma	ar
3andi	ar
storage	en
bal	ar
phone	en
gami	hi-ur

arey	hi-ur
bhai	hi-ur
delete	en
karo	hi-ur
wo	hi-ur
faltu	hi-ur
apps	en

shnu	ar
hal	ar
lag	en
ya	ar
akhi	ar
mesh	hi-ur
chal	hi-ur
raha	hi-ur

wifi	en
speed	en
ekdum	hi-ur
slow	en
ho	hi-ur
gayi	hi-ur
dubai	ne
mein	hi-ur

tayeb	ar
sawvi	ar
restart	en
ha	hi-ur
phone	en
ka	hi-ur
jaldi	hi-ur

khalas	ar
main	hi-ur
downloading	en
pe	hi-ur
lagaya	hi-ur
new	en
game	en

ya	ar
zamel	ar
hadha	ar
game	en
bohot	hi-ur
heavy	en
hai	hi-ur

iphone	ne
battery	en
drain	en
ho	hi-ur
rahi	hi-ur
meri	hi-ur
kasam	hi-ur

la	ar
wallah	ar
samsung	ne
screen	en
is	en
much	en
better	en

kya	hi-ur
bol	hi-ur
raha	hi-ur
hai	hi-ur
apple	ne
ka	hi-ur
maja	hi-ur
alag	hi-ur
hai	hi-ur

shof	ar
hadha	ar
clip	en
ana	ar
sent	en
whatsapp	ne

abhi	hi-ur
check	en
karta	hi-ur
hu	hi-ur
ruk	hi-ur
yar	hi-ur
thoda	hi-ur

audio	en
call	en
par	hi-ur
aao	hi-ur
discord	ne
pe	hi-ur
jaldi	hi-ur

ma	ar
agdar	ar
amma	ar
mum	en
is	en
calling	en
mujhe	hi-ur

